timestamp,device_id,value,anomaly_score,threshold_used,severity,event_type,decision,explanation,model_version
2014-03-08 14:00:00,nab_office_temp_sensor_01,63.37198838,0.6555,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-08 15:00:00,nab_office_temp_sensor_01,63.85857426,0.6182,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-08 16:00:00,nab_office_temp_sensor_01,65.7786958,0.6947,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-08 17:00:00,nab_office_temp_sensor_01,66.00473119,0.6344,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-08 18:00:00,nab_office_temp_sensor_01,65.12337382,0.6219,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-08 20:00:00,nab_office_temp_sensor_01,65.02660446,0.6492,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-08 22:00:00,nab_office_temp_sensor_01,64.97658136,0.6558,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-08 23:00:00,nab_office_temp_sensor_01,65.67719536,0.6138,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-09 04:00:00,nab_office_temp_sensor_01,63.30792665,0.7826,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-09 05:00:00,nab_office_temp_sensor_01,64.40463119,0.6454,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-09 06:00:00,nab_office_temp_sensor_01,63.87984768,0.6099,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-09 07:00:00,nab_office_temp_sensor_01,62.65054877,0.75,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-09 08:00:00,nab_office_temp_sensor_01,63.64803912,0.6576,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-09 09:00:00,nab_office_temp_sensor_01,63.06377998,0.6871,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-09 10:00:00,nab_office_temp_sensor_01,63.08252395,0.6921,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-09 11:00:00,nab_office_temp_sensor_01,62.42757669,0.7509,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-09 12:00:00,nab_office_temp_sensor_01,62.08987607,0.7418,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-09 13:00:00,nab_office_temp_sensor_01,61.82403302,0.7681,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-09 14:00:00,nab_office_temp_sensor_01,61.80836032,0.7577,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-09 15:00:00,nab_office_temp_sensor_01,63.57034584,0.8469,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-09 16:00:00,nab_office_temp_sensor_01,63.14298573,0.7738,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-09 17:00:00,nab_office_temp_sensor_01,65.21301797,0.9158,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-09 18:00:00,nab_office_temp_sensor_01,63.94421349,0.7764,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-09 19:00:00,nab_office_temp_sensor_01,64.45766756,0.7668,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-09 20:00:00,nab_office_temp_sensor_01,63.5914373,0.8319,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-09 21:00:00,nab_office_temp_sensor_01,62.89815719,0.8398,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-09 22:00:00,nab_office_temp_sensor_01,64.45257404,0.8438,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-09 23:00:00,nab_office_temp_sensor_01,64.12681763,0.804,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-10 00:00:00,nab_office_temp_sensor_01,63.49055243,0.8227,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-10 01:00:00,nab_office_temp_sensor_01,63.42430336,0.776,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-10 02:00:00,nab_office_temp_sensor_01,62.15728246,0.8879,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-10 03:00:00,nab_office_temp_sensor_01,62.18439593,0.8033,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-10 04:00:00,nab_office_temp_sensor_01,62.23825287,0.7792,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-10 05:00:00,nab_office_temp_sensor_01,61.28489989,0.828,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-10 06:00:00,nab_office_temp_sensor_01,62.43160143,0.8372,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-10 07:00:00,nab_office_temp_sensor_01,62.64010591,0.7688,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-10 08:00:00,nab_office_temp_sensor_01,62.75477551,0.7888,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-10 09:00:00,nab_office_temp_sensor_01,63.07107014,0.7445,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-10 10:00:00,nab_office_temp_sensor_01,65.36263572,0.8856,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-10 11:00:00,nab_office_temp_sensor_01,67.68834829,0.9608,0.6091,HIGH,TEMPERATURE_PATTERN_DEVIATION,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,value deviates strongly from recent pattern,iforest_v2
2014-03-10 12:00:00,nab_office_temp_sensor_01,66.78938507,0.8956,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-10 13:00:00,nab_office_temp_sensor_01,67.4030453,0.8484,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-10 14:00:00,nab_office_temp_sensor_01,69.22223465,0.9727,0.6091,HIGH,TEMPERATURE_PATTERN_DEVIATION,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,value deviates strongly from recent pattern,iforest_v2
2014-03-10 15:00:00,nab_office_temp_sensor_01,68.72906724,0.9589,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-10 16:00:00,nab_office_temp_sensor_01,69.43623743,0.8922,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-10 17:00:00,nab_office_temp_sensor_01,70.25809179999999,0.847,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-10 18:00:00,nab_office_temp_sensor_01,70.25948981,0.8396,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-10 19:00:00,nab_office_temp_sensor_01,70.60726748,0.7924,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-10 20:00:00,nab_office_temp_sensor_01,70.2063059,0.7053,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-10 22:00:00,nab_office_temp_sensor_01,68.24486669,0.6935,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-10 23:00:00,nab_office_temp_sensor_01,68.10978258,0.6381,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-11 12:00:00,nab_office_temp_sensor_01,71.10686192,0.6166,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-11 16:00:00,nab_office_temp_sensor_01,71.98604698,0.6398,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-12 05:00:00,nab_office_temp_sensor_01,65.92239173,0.6418,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-16 16:00:00,nab_office_temp_sensor_01,63.79618368,0.6494,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-16 18:00:00,nab_office_temp_sensor_01,64.72220608,0.6245,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-16 19:00:00,nab_office_temp_sensor_01,62.87773689,0.8265,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-16 20:00:00,nab_office_temp_sensor_01,63.82235957,0.7382,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-16 21:00:00,nab_office_temp_sensor_01,63.75804636,0.7285,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-16 22:00:00,nab_office_temp_sensor_01,63.15739889,0.7885,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-16 23:00:00,nab_office_temp_sensor_01,63.44294756,0.7603,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-17 00:00:00,nab_office_temp_sensor_01,62.12890913,0.873,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-17 01:00:00,nab_office_temp_sensor_01,61.82512301,0.7999,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-17 02:00:00,nab_office_temp_sensor_01,61.83080286,0.8197,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-17 03:00:00,nab_office_temp_sensor_01,63.16291422,0.8319,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-17 04:00:00,nab_office_temp_sensor_01,61.25053172,0.877,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-17 05:00:00,nab_office_temp_sensor_01,61.01365104,0.8328,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-17 06:00:00,nab_office_temp_sensor_01,61.21543911,0.851,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-17 07:00:00,nab_office_temp_sensor_01,62.37751935,0.8645,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-17 08:00:00,nab_office_temp_sensor_01,62.92591945,0.8109,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-17 09:00:00,nab_office_temp_sensor_01,64.87107009,0.9011,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-17 10:00:00,nab_office_temp_sensor_01,64.86490926,0.7925,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-17 11:00:00,nab_office_temp_sensor_01,66.04123541,0.8667,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-17 12:00:00,nab_office_temp_sensor_01,67.6714638,0.8857,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-17 13:00:00,nab_office_temp_sensor_01,68.92351552,0.9997,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-17 14:00:00,nab_office_temp_sensor_01,67.95417072,0.94,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-17 15:00:00,nab_office_temp_sensor_01,69.769521,0.9727,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-17 16:00:00,nab_office_temp_sensor_01,70.24593681,0.8765,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-17 17:00:00,nab_office_temp_sensor_01,69.82130302,0.8625,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-17 18:00:00,nab_office_temp_sensor_01,70.83974955,0.8221,0.6091,HIGH,TEMPERATURE_ANOMALY,CREATE_ALERT_AND_REQUIRE_HUMAN_CHECK,anomaly score is above operating threshold,iforest_v2
2014-03-17 19:00:00,nab_office_temp_sensor_01,70.51174374,0.7616,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-17 20:00:00,nab_office_temp_sensor_01,71.02364643,0.6671,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-17 21:00:00,nab_office_temp_sensor_01,68.7052537,0.7711,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-17 22:00:00,nab_office_temp_sensor_01,68.11165389,0.6582,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-17 23:00:00,nab_office_temp_sensor_01,68.1166531,0.6694,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-18 07:00:00,nab_office_temp_sensor_01,64.62101714,0.7153,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-18 15:00:00,nab_office_temp_sensor_01,72.26734255,0.6279,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-22 22:00:00,nab_office_temp_sensor_01,64.11222793,0.6367,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-22 23:00:00,nab_office_temp_sensor_01,65.11150875,0.6136,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-23 01:00:00,nab_office_temp_sensor_01,65.61427437,0.6266,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-23 02:00:00,nab_office_temp_sensor_01,63.77836909,0.7246,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
2014-03-23 03:00:00,nab_office_temp_sensor_01,63.70443845,0.6625,0.6091,MEDIUM,TEMPERATURE_ANOMALY,CREATE_WARNING_EVENT,anomaly score is above operating threshold,iforest_v2
